state,2020 legal status,2020 Legal Status Code,City,Population,Violent Crime,Murder and nonnegligent manslaughter,Rape2,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson3
California,Recreational,4,Brentwood,"66,061",169,1,30,47,91,"1,292",187,977,128,5
California,Recreational,4,Brisbane,"4,716",12,1,2,2,7,93,26,50,17,0
California,Recreational,4,Broadmoor,"4,176",20,0,1,4,15,61,14,34,13,2
California,Recreational,4,Buellton,"5,130",8,0,1,2,5,79,6,58,15,1
California,Recreational,4,Buena Park,"81,901",181,1,14,64,102,"2,147",217,"1,531",399,6
California,Recreational,4,Burbank,"102,419",174,1,12,48,113,"2,474",293,"1,880",301,9
California,Recreational,4,Burlingame,"31,126",67,0,5,21,41,"1,151",131,890,130,4
California,Recreational,4,Calabasas,"23,897",39,0,6,14,19,255,36,184,35,2
California,Recreational,4,Calexico,"39,957",71,0,2,16,53,805,261,443,101,56
California,Recreational,4,California City,"14,286",90,0,9,9,72,231,87,100,44,7
California,Recreational,4,Calimesa,"9,310",21,0,0,7,14,352,78,241,33,0
California,Recreational,4,Calistoga,"5,255",11,0,2,1,8,91,15,64,12,0
California,Recreational,4,Camarillo,"70,424",53,0,16,17,20,817,100,661,56,5
California,Recreational,4,Campbell,"41,921",110,0,12,37,61,"1,365",246,913,206,16
California,Recreational,4,Canyon Lake,"11,358",13,0,2,0,11,89,7,58,24,0
California,Recreational,4,Capitola,"10,020",22,0,5,4,13,387,40,318,29,1
California,Recreational,4,Carlsbad,"116,516",224,3,24,35,162,"1,841",256,"1,428",157,8
California,Recreational,4,Carmel,"3,825",15,0,3,5,7,95,20,73,2,0
California,Recreational,4,Carpinteria,"13,428",21,0,1,4,16,234,25,183,26,2
California,Recreational,4,Carson,"91,372",392,8,21,98,265,"2,044",253,"1,262",529,22
California,Recreational,4,Cathedral City,"55,417",130,5,15,32,78,651,136,325,190,3
California,Recreational,4,Central Marin,"34,593",40,0,6,16,18,752,196,492,64,0
California,Recreational,4,Ceres,"49,028",190,3,17,54,116,898,185,499,214,6
California,Recreational,4,Cerritos,"49,952",100,0,14,39,47,"1,362",246,970,146,3
California,Recreational,4,Chico,"105,355",540,3,56,80,401,"2,113",246,"1,551",316,104
California,Recreational,4,Chino,"96,309",335,3,31,77,224,"2,075",274,"1,493",308,6
California,Recreational,4,Chino Hills,"84,909",112,0,6,23,83,833,184,557,92,3
California,Recreational,4,Chowchilla,"18,278",37,1,4,6,26,159,35,79,45,4
California,Recreational,4,Chula Vista,"278,027",916,10,63,302,541,"3,257",476,"2,021",760,67
California,Recreational,4,Citrus Heights,"88,314",286,3,31,72,180,"2,121",341,"1,511",269,18
California,Recreational,4,Claremont,"36,422",51,1,10,22,18,696,214,410,72,9
California,Recreational,4,Clayton,"12,420",1,0,0,1,0,120,5,108,7,1
California,Recreational,4,Clearlake,"15,268",127,0,13,31,83,382,97,179,106,24
California,Recreational,4,Cloverdale,"8,660",20,0,2,1,17,91,15,70,6,1
California,Recreational,4,Clovis,"116,809",240,1,40,39,160,"2,334",306,"1,826",202,8
California,Recreational,4,Coachella,"46,306",139,2,6,39,92,715,58,498,159,4
California,Recreational,4,Coalinga,"17,061",64,1,8,6,49,160,22,122,16,3
California,Recreational,4,Colma,"1,495",23,1,0,13,9,218,48,155,15,0
California,Recreational,4,Colton,"55,117",191,6,10,95,80,"1,429",234,825,370,8
California,Recreational,4,Colusa,"6,042",16,1,2,5,8,79,22,39,18,0
California,Recreational,4,Commerce,"12,641",136,3,4,43,86,"1,069",156,555,358,13
California,Recreational,4,Compton,"95,513","1,125",18,49,284,774,"2,249",222,"1,189",838,45
California,Recreational,4,Concord,"130,074",423,2,38,172,211,"3,783",467,"2,621",695,53
California,Recreational,4,Corcoran,"21,700",112,2,11,12,87,392,82,199,111,8
California,Recreational,4,Corning,"7,714",42,1,2,4,35,157,46,83,28,4
California,Recreational,4,Corona,"171,848",240,1,36,86,117,"3,610",677,"2,160",773,37
California,Recreational,4,Coronado,"23,750",17,0,3,6,8,267,32,203,32,0
California,Recreational,4,Costa Mesa,"113,317",488,2,64,116,306,"3,581",513,"2,699",369,32
California,Recreational,4,Cotati,"7,426",45,1,4,3,37,131,31,83,17,0
California,Recreational,4,Covina,"47,413",152,1,18,42,91,"1,110",235,710,165,19
California,Recreational,4,Crescent City,"6,706",77,0,10,21,46,279,80,185,14,13
California,Recreational,4,Cudahy,"23,543",91,1,3,23,64,292,53,130,109,7
California,Recreational,4,Culver City,"39,218",196,0,5,68,123,"1,600",332,"1,102",166,11
California,Recreational,4,Cupertino,"59,343",69,0,9,26,34,830,196,581,53,14
California,Recreational,4,Cypress,"49,124",60,0,7,23,30,727,133,515,79,15
California,Recreational,4,Daly City,"106,855",192,0,31,77,84,"1,460",143,"1,046",271,33
California,Recreational,4,Dana Point,"33,604",32,0,6,8,18,450,33,383,34,1
California,Recreational,4,Danville,"44,800",21,0,3,8,10,239,48,182,9,0
California,Recreational,4,Davis,"69,853",98,0,18,30,50,"2,452",386,"1,918",148,14
California,Recreational,4,Delano,"53,625",185,7,25,38,115,856,153,451,252,54
California,Recreational,4,Del Mar,"4,336",8,0,3,0,5,71,21,40,10,0
California,Recreational,4,Del Rey Oaks,"1,657",2,0,0,1,1,53,5,40,8,0
California,Recreational,4,Desert Hot Springs,"29,074",218,4,13,39,162,480,143,135,202,4
California,Recreational,4,Diamond Bar,"55,735",62,0,7,17,38,793,236,472,85,4
California,Recreational,4,Dinuba,"24,807",145,0,7,18,120,439,63,304,72,13
California,Recreational,4,Dixon,"20,967",51,0,6,9,36,270,40,182,48,1
California,Recreational,4,Dorris,892,5,0,1,0,4,19,10,7,2,0
California,Recreational,4,Dos Palos,"5,594",72,0,2,5,65,99,37,40,22,6
California,Recreational,4,Downey,"111,054",301,2,23,107,169,"2,153",244,"1,215",694,21
California,Recreational,4,Duarte,"21,263",51,0,4,10,37,348,44,247,57,0
California,Recreational,4,Dublin,"67,368",110,2,12,34,62,892,80,709,103,3
California,Recreational,4,Dunsmuir,"1,556",18,0,0,0,18,38,9,19,10,0
California,Recreational,4,East Palo Alto,"29,439",146,6,9,55,76,669,76,404,189,12
California,Recreational,4,Eastvale,"65,392",83,1,3,21,58,816,126,557,133,0
California,Recreational,4,El Cajon,"103,035",512,5,33,113,361,"1,846",288,"1,203",355,41
California,Recreational,4,El Centro,"44,238",158,1,10,30,117,"1,003",213,679,111,8
California,Recreational,4,El Cerrito,"25,725",114,0,2,57,55,931,129,697,105,17
California,Recreational,4,Elk Grove,"177,331",398,1,50,92,255,"2,380",322,"1,893",165,8
California,Recreational,4,El Monte,"115,690",348,9,40,122,177,"1,775",340,980,455,21
California,Recreational,4,El Segundo,"16,605",114,0,11,31,72,775,172,446,157,1
California,Recreational,4,Emeryville,"12,328",107,0,4,65,38,"1,449",161,"1,117",171,3
California,Recreational,4,Encinitas,"63,055",133,0,10,24,99,676,143,477,56,3
California,Recreational,4,Escalon,"7,625",24,0,3,3,18,138,32,88,18,0
California,Recreational,4,Escondido,"152,446",569,5,51,118,395,"2,697",400,"1,865",432,23
California,Recreational,4,Etna,716,3,0,0,0,3,10,5,5,0,0
California,Recreational,4,Eureka,"26,656",182,2,23,63,94,"1,041",181,690,170,34
California,Recreational,4,Exeter,"10,501",32,1,4,4,23,245,35,175,35,1
California,Recreational,4,Fairfax,"7,530",10,0,3,0,7,102,14,79,9,0
California,Recreational,4,Fairfield,"118,491",542,6,59,169,308,"2,990",435,"1,920",635,34
California,Recreational,4,Farmersville,"10,716",36,2,2,3,29,138,25,77,36,1
California,Recreational,4,Ferndale,"1,350",5,0,2,0,3,17,6,9,2,0
California,Recreational,4,Fillmore,"15,968",31,0,5,7,19,148,13,118,17,6
California,Recreational,4,Firebaugh,"8,377",22,0,1,2,19,89,25,48,16,6
California,Recreational,4,Folsom,"82,427",83,0,13,21,49,"1,198",223,911,64,21
California,Recreational,4,Fontana,"216,553",666,7,74,162,423,"2,504",475,"1,256",773,16
California,Recreational,4,Fort Bragg,"7,289",21,0,1,4,16,278,42,224,12,1
California,Recreational,4,Fort Jones,690,8,0,0,0,8,19,9,10,0,0
California,Recreational,4,Fortuna,"12,283",57,0,5,4,48,363,87,230,46,11
California,Recreational,4,Foster City,"34,291",41,0,9,8,24,482,41,409,32,0
California,Recreational,4,Fountain Valley,"55,345",67,0,6,23,38,"1,338",199,998,141,4
California,Recreational,4,Fowler,"6,929",32,0,2,3,27,104,34,48,22,0
California,Recreational,4,Fremont,"244,259",407,2,28,131,246,"5,722",864,"3,797","1,061",33
California,Recreational,4,Fresno,"535,472","3,560",77,148,889,"2,446","16,475","3,036","10,789","2,650",159
California,Recreational,4,Fullerton,"139,011",422,2,58,121,241,"3,337",512,"2,407",418,8
California,Recreational,4,Galt,"26,867",63,0,11,9,43,445,64,327,54,4
California,Recreational,4,Gardena,"59,385",269,5,18,104,142,"1,324",168,686,470,4
California,Recreational,4,Garden Grove,"171,698",512,2,44,152,314,"3,938",645,"2,603",690,17
California,Recreational,4,Gilroy,"60,269",260,2,41,78,139,"1,507",170,914,423,22
California,Recreational,4,Glendale,"200,168",206,3,14,87,102,"3,197",407,"2,357",433,15
California,Recreational,4,Glendora,"51,676",101,0,15,20,66,"1,200",171,927,102,4
California,Recreational,4,Goleta,"30,998",60,0,5,11,44,583,91,440,52,5
California,Recreational,4,Gonzales,"8,321",13,0,5,2,6,63,9,39,15,0
California,Recreational,4,Grand Terrace,"12,643",35,0,2,1,32,211,43,121,47,1
California,Recreational,4,Grass Valley,"12,811",69,1,0,17,51,381,63,254,64,4
California,Recreational,4,Greenfield,"17,643",44,3,3,13,25,136,15,84,37,5
California,Recreational,4,Gridley,"7,320",20,1,1,1,17,165,18,119,28,4
California,Recreational,4,Grover Beach,"13,491",24,1,3,4,16,201,35,143,23,2
California,Recreational,4,Guadalupe,"7,865",17,0,3,1,13,89,18,40,31,1
California,Recreational,4,Gustine,"5,922",9,0,2,2,5,104,19,57,28,3
California,Recreational,4,Hanford,"58,075",321,5,17,45,254,"1,119",155,755,209,4
California,Recreational,4,Hawaiian Gardens,"14,146",52,1,6,15,30,197,65,92,40,1
California,Recreational,4,Hawthorne,"86,269",675,5,25,165,480,"1,631",281,837,513,10
California,Recreational,4,Hayward,"160,891",528,13,57,253,205,"5,350",622,"2,850","1,878",17
California,Recreational,4,Healdsburg,"11,907",25,0,0,4,21,172,26,128,18,0
California,Recreational,4,Hemet,"86,058",347,14,21,121,191,"2,063",398,"1,062",603,14
California,Recreational,4,Hercules,"26,524",30,0,2,12,16,238,36,163,39,2
California,Recreational,4,Hermosa Beach,"19,300",47,0,5,12,30,475,123,298,54,1
California,Recreational,4,Hesperia,"96,378",549,7,19,76,447,"1,173",286,600,287,18
California,Recreational,4,Hidden Hills,"1,894",1,0,0,0,1,13,6,6,1,0
California,Recreational,4,Highland,"55,667",379,2,7,67,303,739,126,363,250,15
California,Recreational,4,Hillsborough,"11,447",6,0,0,1,5,99,37,57,5,0
California,Recreational,4,Hollister,"41,438",131,2,15,17,97,393,64,233,96,22
California,Recreational,4,Holtville,"6,699",9,0,0,3,6,85,21,48,16,1
California,Recreational,4,Hughson,"7,673",6,0,0,3,3,32,3,21,8,0
California,Recreational,4,Huntington Beach,"200,128",493,3,70,107,313,"3,928",480,"3,007",441,19
California,Recreational,4,Huntington Park,"57,442",421,3,25,209,184,"1,720",321,751,648,32
California,Recreational,4,Huron,"7,343",85,0,2,12,71,72,18,37,17,31
California,Recreational,4,Imperial,"18,528",9,0,0,2,7,55,14,29,12,0
California,Recreational,4,Imperial Beach,"27,560",95,1,8,21,65,283,33,172,78,4
California,Recreational,4,Indian Wells,"5,527",13,1,0,1,11,111,25,76,10,0
California,Recreational,4,Indio,"93,219",534,7,37,97,393,"1,376",281,739,356,12
California,Recreational,4,Industry,201,58,0,3,28,27,794,143,517,134,4
California,Recreational,4,Inglewood,"107,986",679,14,43,264,358,"2,495",337,"1,269",889,19
California,Recreational,4,Ione,"8,674",13,0,2,1,10,44,10,32,2,2
California,Recreational,4,Irvine,"297,069",152,1,36,49,66,"4,452",828,"3,336",288,8
California,Recreational,4,Irwindale,"1,449",17,0,2,3,12,182,52,104,26,2
California,Recreational,4,Isleton,848,5,0,1,0,4,12,6,5,1,0
California,Recreational,4,Jackson,"4,861",39,0,2,4,33,142,27,102,13,0
California,Recreational,4,Jurupa Valley,"111,198",286,3,8,66,209,"2,347",320,"1,353",674,10
California,Recreational,4,Kensington,"5,077",3,0,0,0,3,81,10,66,5,0
California,Recreational,4,Kerman,"15,478",26,0,3,7,16,276,32,215,29,1
California,Recreational,4,King City,"14,214",21,0,3,2,16,244,63,117,64,6
California,Recreational,4,Kingsburg,"12,182",17,0,1,3,13,171,45,101,25,1
California,Recreational,4,La Canada Flintridge,"19,982",14,0,3,4,7,262,72,170,20,3
California,Recreational,4,Lafayette,"26,965",15,0,1,10,4,261,32,199,30,1
California,Recreational,4,Laguna Beach,"22,834",89,1,4,17,67,410,61,292,57,7
California,Recreational,4,Laguna Hills,"31,264",57,0,6,16,35,419,73,289,57,3
California,Recreational,4,Laguna Niguel,"66,759",41,1,5,10,25,579,73,454,52,5
California,Recreational,4,Laguna Woods,"15,832",13,0,0,4,9,152,16,107,29,0
California,Recreational,4,La Habra,"60,672",156,1,8,42,105,"1,107",161,788,158,6
California,Recreational,4,La Habra Heights,"6,487",3,0,1,0,2,55,17,30,8,0
California,Recreational,4,Lake Elsinore,"71,285",199,2,8,56,133,"1,648",194,"1,128",326,3
California,Recreational,4,Lake Forest,"86,469",95,3,9,26,57,850,124,626,100,4
California,Recreational,4,Lakeport,"5,035",29,0,7,4,18,121,31,63,27,1
California,Recreational,4,Lake Shastina,"2,561",5,0,0,0,5,10,1,9,0,0
California,Recreational,4,Lakewood,"79,222",236,1,16,86,133,"1,707",238,"1,202",267,9
California,Recreational,4,La Mesa,"59,488",181,2,16,58,105,"1,036",233,649,154,21
California,Recreational,4,La Mirada,"48,144",92,0,6,26,60,698,105,446,147,2
California,Recreational,4,Lancaster,"157,689","1,198",16,84,257,841,"2,690",624,"1,307",759,44
California,Recreational,4,La Palma,"15,415",25,0,0,10,15,294,51,226,17,3
California,Recreational,4,La Puente,"39,589",124,1,12,38,73,387,82,183,122,6
California,Recreational,4,La Quinta,"42,228",46,0,1,10,35,852,119,660,73,5
California,Recreational,4,La Verne,"32,073",44,0,8,11,25,642,94,485,63,8
California,Recreational,4,Lawndale,"32,347",154,1,6,50,97,484,59,244,181,5
California,Recreational,4,Lemon Grove,"26,975",147,2,8,43,94,420,51,280,89,3
California,Recreational,4,Lemoore,"26,980",104,1,15,12,76,363,61,253,49,1
California,Recreational,4,Lincoln,"48,887",38,0,10,10,18,556,72,438,46,6
California,Recreational,4,Lindsay,"13,668",39,1,3,8,27,224,31,122,71,3
California,Recreational,4,Livermore,"91,200",164,1,38,47,78,"1,526",164,"1,166",196,14
California,Recreational,4,Livingston,"15,115",64,1,1,17,45,263,60,152,51,2
California,Recreational,4,Lodi,"68,207",225,4,12,83,126,"1,262",204,823,235,14
California,Recreational,4,Loma Linda,"24,609",84,0,6,20,58,554,106,332,116,5
California,Recreational,4,Lomita,"20,327",78,4,1,14,59,319,61,209,49,3
California,Recreational,4,Lompoc,"42,915",239,4,25,27,183,972,175,566,231,19
California,Recreational,4,Long Beach,"462,654","2,343",36,242,721,"1,344","12,707","2,554","7,373","2,780",198
California,Recreational,4,Los Alamitos,"11,400",9,0,1,3,5,224,56,125,43,2
California,Recreational,4,Los Altos,"30,203",23,1,2,11,9,323,81,221,21,1
California,Recreational,4,Los Altos Hills,"8,464",6,0,2,2,2,59,33,24,2,0
California,Recreational,4,Los Angeles,"4,000,587","28,882",351,"1,983","8,013","18,535","85,932","13,773","50,990","21,169","2,994"
California,Recreational,4,Los Banos,"41,631",220,9,16,35,160,933,280,494,159,20
California,Recreational,4,Los Gatos,"30,271",20,0,3,9,8,406,103,258,45,0
California,Recreational,4,Lynwood,"69,921",441,4,17,157,263,"1,511",102,740,669,12
California,Recreational,4,Madera,"66,351",310,4,35,69,202,"1,141",200,691,250,18
California,Recreational,4,Malibu,"11,736",40,0,9,7,24,355,67,271,17,5
California,Recreational,4,Mammoth Lakes,"8,236",21,0,4,4,13,96,27,61,8,0
California,Recreational,4,Manhattan Beach,"35,190",46,0,4,25,17,784,120,573,91,1
California,Recreational,4,Manteca,"84,929",217,3,16,68,130,"1,429",180,"1,002",247,23
California,Recreational,4,Marina,"23,147",47,0,14,9,24,332,49,231,52,4
California,Recreational,4,Martinez,"38,543",76,1,12,24,39,559,88,338,133,22
California,Recreational,4,Marysville,"12,519",141,0,19,15,107,463,63,205,195,17
California,Recreational,4,Maywood,"26,928",117,3,5,40,69,459,81,181,197,7
California,Recreational,4,McFarland,"15,858",57,2,6,4,45,183,42,69,72,27
California,Recreational,4,Mendota,"11,531",73,0,3,9,61,174,68,80,26,2
California,Recreational,4,Menifee,"96,837",139,7,11,36,85,"1,659",308,"1,028",323,1
California,Recreational,4,Menlo Park,"35,002",52,0,6,25,21,781,127,595,59,3
California,Recreational,4,Merced,"84,197",672,7,40,133,492,"1,949",390,"1,132",427,101
California,Recreational,4,Mill Valley,"14,297",6,0,0,1,5,311,58,239,14,1
California,Recreational,4,Milpitas,"86,416",111,2,16,40,53,"2,103",277,"1,516",310,6
California,Recreational,4,Mission Viejo,"94,513",71,0,5,20,46,853,112,659,82,1
California,Recreational,4,Modesto,"216,560","1,603",16,106,281,"1,200","5,340",706,"3,533","1,101",141
California,Recreational,4,Monrovia,"36,302",69,2,4,25,38,914,95,696,123,7
California,Recreational,4,Montague,"1,393",22,0,1,1,20,39,10,20,9,1
California,Recreational,4,Montclair,"40,473",252,4,34,78,136,"1,447",409,757,281,30
California,Recreational,4,Monterey,"28,209",96,0,15,22,59,903,130,706,67,4
California,Recreational,4,Monterey Park,"59,609",113,2,11,51,49,"1,230",212,781,237,15
California,Recreational,4,Monte Sereno,"3,438",4,0,0,0,4,15,4,9,2,0
California,Recreational,4,Moorpark,"36,573",17,2,3,1,11,225,27,186,12,2
California,Recreational,4,Moraga,"17,986",15,0,1,1,13,143,20,110,13,0
California,Recreational,4,Moreno Valley,"215,257",833,17,28,245,543,"5,126",734,"3,230","1,162",13
California,Recreational,4,Morgan Hill,"46,925",59,2,3,16,38,766,149,440,177,2
California,Recreational,4,Morro Bay,"10,577",46,1,1,3,41,159,32,120,7,2
California,Recreational,4,Mountain View,"83,745",144,0,9,52,83,"2,177",422,"1,566",189,5
California,Recreational,4,Mount Shasta,"3,261",15,0,2,0,13,32,4,25,3,2
California,Recreational,4,Murrieta,"117,639",95,0,22,29,44,"1,205",181,774,250,4
California,Recreational,4,Napa,"78,237",267,0,44,36,187,"1,320",272,883,165,8
California,Recreational,4,National City,"61,710",351,4,19,99,229,"1,160",139,760,261,7
California,Recreational,4,Needles,"4,992",80,0,4,8,68,108,22,71,15,6
California,Recreational,4,Nevada City,"3,156",19,0,2,2,15,89,18,49,22,0
California,Recreational,4,Newark,"49,934",119,1,24,55,39,"1,443",206,999,238,9
California,Recreational,4,Newman,"11,965",16,1,1,2,12,124,32,61,31,2
California,Recreational,4,Newport Beach,"84,448",141,1,29,43,68,"1,785",321,"1,312",152,3
California,Recreational,4,Norco,"26,536",39,0,0,15,24,605,117,381,107,1
California,Recreational,4,Norwalk,"103,774",437,4,22,129,282,"1,771",223,"1,132",416,16
California,Recreational,4,Novato,"55,926",238,0,9,24,205,851,80,636,135,20
California,Recreational,4,Oakdale,"23,926",60,1,10,15,34,310,57,193,60,9
California,Recreational,4,Oakland,"437,923","5,653",102,362,"2,479","2,710","22,622","2,537","13,373","6,712",236
California,Recreational,4,Oakley,"43,385",42,0,7,14,21,478,73,306,99,6
California,Recreational,4,Oceanside,"176,616",717,4,73,139,501,"3,180",425,"2,336",419,48
California,Recreational,4,Ojai,"7,469",3,0,1,1,1,106,19,81,6,0
California,Recreational,4,Ontario,"187,464",686,10,83,195,398,"3,994",641,"2,296","1,057",23
California,Recreational,4,Orange,"138,846",180,4,14,54,108,"2,396",504,"1,468",424,31
California,Recreational,4,Orange Cove,"10,334",39,0,0,4,35,52,10,29,13,0
California,Recreational,4,Orinda,"20,175",6,0,0,5,1,130,44,76,10,0
California,Recreational,4,Orland,"7,878",22,0,2,2,18,119,29,66,24,0
California,Recreational,4,Oroville,"20,983",147,3,25,34,85,588,105,313,170,15
California,Recreational,4,Oxnard,"210,064",743,8,81,274,380,"4,323",638,"2,907",778,42
California,Recreational,4,Pacifica,"38,677",82,0,13,10,59,715,78,581,56,5
California,Recreational,4,Pacific Grove,"15,451",27,0,11,3,13,223,24,191,8,0
California,Recreational,4,Palmdale,"155,321",744,10,51,153,530,"2,134",427,"1,164",543,25
California,Recreational,4,Palm Desert,"53,811",125,0,5,28,92,"1,564",278,"1,105",181,4
California,Recreational,4,Palm Springs,"48,952",257,5,27,59,166,"1,690",370,"1,050",270,9
California,Recreational,4,Palo Alto,"65,459",81,1,12,39,29,"1,931",242,"1,570",119,22
California,Recreational,4,Palos Verdes Estates,"13,255",4,0,0,1,3,86,22,58,6,0
California,Recreational,4,Paradise,"4,072",17,0,2,1,14,99,35,39,25,0
California,Recreational,4,Paramount,"53,939",263,2,17,103,141,"1,309",172,745,392,14
California,Recreational,4,Parlier,"15,734",58,2,2,10,44,161,23,83,55,36
California,Recreational,4,Pasadena,"141,473",414,7,51,118,238,"3,021",654,"2,015",352,30
California,Recreational,4,Paso Robles,"32,428",53,3,2,8,40,363,35,295,33,9
California,Recreational,4,Patterson,"22,743",49,0,3,15,31,276,46,162,68,0
California,Recreational,4,Perris,"80,526",306,7,9,77,213,"1,890",245,"1,030",615,5
California,Recreational,4,Petaluma,"60,806",255,2,25,33,195,756,90,597,69,8
California,Recreational,4,Pico Rivera,"61,925",173,3,17,56,97,"1,166",180,657,329,5
California,Recreational,4,Piedmont,"11,184",18,0,2,7,9,367,65,235,67,1
California,Recreational,4,Pinole,"19,350",65,1,1,23,40,387,53,273,61,0
California,Recreational,4,Pismo Beach,"8,226",56,0,4,6,46,302,37,251,14,2
California,Recreational,4,Pittsburg,"73,673",477,4,69,108,296,"1,580",284,871,425,20
California,Recreational,4,Placentia,"51,260",232,2,7,45,178,"1,066",305,531,230,4
California,Recreational,4,Placerville,"11,255",41,0,3,6,32,260,58,161,41,1
California,Recreational,4,Pleasant Hill,"35,032",95,0,5,50,40,"1,354",182,"1,014",158,8
California,Recreational,4,Pleasanton,"83,164",94,1,11,40,42,"1,188",161,937,90,5
California,Recreational,4,Pomona,"151,982",780,13,95,271,401,"4,759",659,"3,015","1,085",15
California,Recreational,4,Porterville,"59,757",236,3,25,42,166,"1,016",223,620,173,8
California,Recreational,4,Port Hueneme,"21,949",58,0,7,12,39,396,43,305,48,6
California,Recreational,4,Poway,"49,479",53,0,4,16,33,366,84,245,37,5
California,Recreational,4,Rancho Cordova,"76,292",322,6,13,73,230,"1,555",302,"1,107",146,1
California,Recreational,4,Rancho Cucamonga,"178,916",551,2,45,78,426,"3,265",573,"2,339",353,15
California,Recreational,4,Rancho Mirage,"18,680",40,1,1,7,31,621,147,408,66,0
California,Recreational,4,Rancho Palos Verdes,"41,513",43,0,4,6,33,335,71,238,26,2
California,Recreational,4,Rancho Santa Margarita,"47,894",19,0,1,3,15,282,35,233,14,0
California,Recreational,4,Red Bluff,"14,590",144,1,33,26,84,637,113,444,80,30
California,Recreational,4,Redding,"92,895",513,5,67,94,347,"2,323",596,"1,529",198,9
California,Recreational,4,Redlands,"71,820",238,6,51,69,112,"1,865",323,"1,289",253,13
California,Recreational,4,Redondo Beach,"66,729",167,0,13,54,100,"1,422",311,915,196,12
California,Recreational,4,Redwood City,"86,983",187,1,38,58,90,"1,489",240,970,279,11
California,Recreational,4,Reedley,"25,800",127,0,11,11,105,232,60,122,50,4
California,Recreational,4,Rialto,"104,004",500,7,44,145,304,"2,525",357,"1,710",458,13
California,Recreational,4,Richmond,"111,367","1,074",20,33,254,767,"3,679",353,"1,815","1,511",66
California,Recreational,4,Ridgecrest,"29,120",158,1,20,19,118,320,75,200,45,14
California,Recreational,4,Rio Dell,"3,347",12,0,2,2,8,59,15,40,4,0
California,Recreational,4,Rio Vista,"10,020",24,0,4,1,19,122,30,71,21,0
California,Recreational,4,Ripon,"16,616",8,0,2,2,4,215,21,162,32,1
California,Recreational,4,Riverbank,"25,128",28,0,1,5,22,299,41,224,34,1
